lemma	derivation	category	cluster_id	k_hop	louvain	leiden	hac
dfS	dfS	praatipadika	7	demonstrate; to be shown; to produce or pay; to show a thing; to show or prove; to wish to show	long for; to wait on	to	
dfS	dfS	praatipadika	8	be seen; to be seen; to see; to see by divine intuition; to see with the mind; to wish to see			
eka	e/ka	praatipadika	0	Name of a son of Raya	Name of a son of Raya	a; a unit; an; no one; nobody; one; unity	a; a unit; alone; an; chief; excellent; following; happening only once; identical; little; many; no one; nobody; one; one by one; one of two; pre-eminent; sincere; single; single of its kind; singular; small; solitary; that one only; the same; truthful; unique; unity; with preceding
eka	e/ka	praatipadika	1	Name of a teacher	Name of a teacher	alone; identical; single; single of its kind; singular; solitary; unique	Name of a son of Raya; Name of a teacher
eka	e/ka	praatipadika	2	a; a unit; an; no one; nobody; one by one; unity	a; a unit; an; no one; nobody; one; one by one; one of two; unity	happening only once; that one only; the same	
eka	e/ka	praatipadika	3	chief	alone; identical; single; single of its kind; singular; solitary; unique	excellent; pre-eminent; with preceding	
eka	e/ka	praatipadika	4	excellent; identical; pre-eminent; singular; solitary; unique; with preceding	chief	little; small	
eka	e/ka	praatipadika	5	following	following	one by one; one of two	
eka	e/ka	praatipadika	6	alone; happening only once; one; one of two; single; single of its kind; that one only; the same	many	sincere; truthful	
eka	e/ka	praatipadika	7	little; small	happening only once; that one only; the same	Name of a son of Raya	
eka	e/ka	praatipadika	8	many	excellent; pre-eminent; with preceding	Name of a teacher	
eka	e/ka	praatipadika	9	sincere; truthful	little; small	chief	
eka	e/ka	praatipadika	10		sincere; truthful	following	
eka	e/ka	praatipadika	11			many	
eva	e/va	praatipadika	0	a horse	a horse	conduct; course; manner of acting; way	a horse; conduct; course; custom; going; habit; manner of acting; moving; proceeding; quick; speedy; the earth; usage; way; world
eva	eva/	avyaya	0	affirmation	affirmation	exactly; exactly so; immediately on; indeed; really; truly; very	affirmation; command; detraction; diminution; restrainment
eva	e/va	praatipadika	1	conduct; course; custom; going; habit; manner of acting; moving; proceeding; way	conduct; course; custom; habit; manner of acting; way	going; moving; proceeding	
eva	eva/	avyaya	1	alone; already; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; same; so; still; truly; very	command	alone; just so; merely; only; same; so	is a mere expletive without any exact meaning and not translatable implies emphasis
eva	e/va	praatipadika	2	quick; speedy	going; moving; proceeding	custom; habit	
eva	eva/	avyaya	2	command	detraction; diminution	already; even; just; still	alone; already; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; same; so; still; truly; very
eva	e/va	praatipadika	3	the earth; world	quick; speedy	quick; speedy	
eva	eva/	avyaya	3	detraction; diminution	is a mere expletive without any exact meaning and not translatable implies emphasis	detraction; diminution	
eva	e/va	praatipadika	4	usage	the earth; world	the earth; world	
eva	eva/	avyaya	4	is a mere expletive without any exact meaning and not translatable implies emphasis	restrainment	affirmation	
eva	e/va	praatipadika	5		usage	a horse	
eva	eva/	avyaya	5	restrainment	alone; already; even; just; just so; merely; only; same; so; still	command	
eva	e/va	praatipadika	6			usage	
eva	eva/	avyaya	6		exactly; exactly so; immediately on; indeed; really; truly; very	is a mere expletive without any exact meaning and not translatable implies emphasis	
eva	eva/	avyaya	7			restrainment	
gam	gam	dhaatu	0	approach; attack; towards	ascribe guilt to a person	denote; explain; guess; intelligible; make clear; meaning; observe; perceive; to cause to understand; to observe; understand	ascribe guilt to a person; have sexual intercourse with; to approach carnally; to approach with an accusation; to cause a person to go by means of another; to go against with hostile intentions; to go to the earth with the head; to go to the earth with the knees; to go with the mind
gam	gam	dhaatu	1	ascribe guilt to a person	approach; attack	be going; die; go away; move; to go; to go to; to go with the mind; to wish to go; towards	approach; attack; be going; bring to a place; cause to become; come; condition; denote; die; explain; go away; grant; guess; intelligible; kneel down; make a bow; make clear; meaning; move; not care about; observe; obtain; partake of; participate in; pass; perceive; receive; set out; to cause to go to any condition; to cause to understand; to convey an idea; to decease; to excel; to fall to the share of; to go; to go to; to go to any state; to impart; to let go; to observe; to send away; to spend time; to strive to obtain; to wish to bring; to wish to go; towards; undergo; understand
gam	gam	dhaatu	2	bring to a place	bring to a place	grant; set out; to decease; to impart; to let go; to send away	
gam	gam	dhaatu	3	cause to become	condition	cause to become; come; obtain; pass; receive; undergo	
gam	gam	dhaatu	4	condition	be going; die; go away; move; set out; to go; to go to; to go with the mind; to let go; to send away; to wish to go; towards	partake of; participate in; to fall to the share of	
gam	gam	dhaatu	5	denote; explain; grant; guess; intelligible; make clear; meaning; observe; perceive; receive; to cause to understand; to decease; to observe; understand	have sexual intercourse with	approach; attack	
gam	gam	dhaatu	6	come; die; move; pass; set out; to send away	kneel down	to approach carnally; to approach with an accusation	
gam	gam	dhaatu	7	have sexual intercourse with	make a bow	to cause to go to any condition; to go to any state	
gam	gam	dhaatu	8	kneel down	not care about	to go to the earth with the head; to go to the earth with the knees	
gam	gam	dhaatu	9	make a bow	denote; explain; guess; intelligible; make clear; meaning; observe; perceive; to cause to understand; to observe; understand	to strive to obtain; to wish to bring	
gam	gam	dhaatu	10	not care about	to strive to obtain; to wish to bring	ascribe guilt to a person	
gam	gam	dhaatu	11	to approach carnally; to approach with an accusation	to approach carnally; to approach with an accusation	bring to a place	
gam	gam	dhaatu	12	to cause a person to go by means of another	to cause a person to go by means of another	condition	
gam	gam	dhaatu	13	to cause to go to any condition; to go to any state	to convey an idea	have sexual intercourse with	
gam	gam	dhaatu	14	to convey an idea	to excel	kneel down	
gam	gam	dhaatu	15	to excel	to go against with hostile intentions	make a bow	
gam	gam	dhaatu	16	partake of; participate in; to fall to the share of; to impart; undergo	to cause to go to any condition; to go to any state	not care about	
gam	gam	dhaatu	17	to go against with hostile intentions	to go to the earth with the head; to go to the earth with the knees	to cause a person to go by means of another	
gam	gam	dhaatu	18	to go to the earth with the head; to go to the earth with the knees	cause to become; come; grant; obtain; partake of; participate in; pass; receive; to decease; to fall to the share of; to impart; undergo	to convey an idea	
gam	gam	dhaatu	19	to spend time	to spend time	to excel	
gam	gam	dhaatu	20	be going; go away; obtain; to go; to go to; to go with the mind; to let go; to strive to obtain; to wish to bring; to wish to go		to go against with hostile intentions	
gam	gam	dhaatu	21			to spend time	
grah	grah	dhaatu	0	accept; admit; approve; begin; claim; consider as; familiar with; follow; gather; grasp; keep; lay hold of; make acquainted; mention; observe; pick; put on; recognise; take back; to calculate; to desire to perceive; to lay the hand on; to obey; to observe; to perceive; to place upon; to receive hospitably; to receive into the mind; to take into the mouth; to use; understand; win	draw water	apprehend; gather; grasp; obtain; pick; seize; take away; take back; to abstract; to eclipse; to gain; to pluck; win	accept; admit; apprehend; approve; begin; claim; consider as; draw water; familiar with; follow; gather; give away a girl in marriage to any one; grasp; keep; lay hold of; learn; make acquainted; mention; name; observe; obtain; overpowered over to any one; pick; put on; receive; recognise; seize; strive to apprehend; take; take away; take back; to abstract; to accept; to acquire by purchase; to assume; to be about to eclipse; to be about to seize; to be about to take away; to be meant by; to calculate; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to choose; to choose any one as a wife; to collect a store of anything; to desire to perceive; to eclipse; to gain; to include; to lay the hand on; to make any one choose; to make any one learn; to obey; to observe; to perceive; to place upon; to pluck; to receive hospitably; to receive into the mind; to take for; to take into the mouth; to take on one's self; to take up; to use; undergo; understand; undertake; win
grah	grah	dhaatu	1	draw water	name	begin; follow; keep; lay hold of; observe; put on; take; to lay the hand on; to obey; to observe; to place upon; undergo; undertake	
grah	grah	dhaatu	2	give away a girl in marriage to any one	overpowered over to any one	accept; admit; approve; familiar with; learn; make acquainted; receive; recognise; to accept; to perceive; to receive hospitably; to receive into the mind; understand	
grah	grah	dhaatu	3	name	apprehend; gather; grasp; lay hold of; obtain; pick; seize; take; take away; take back; to abstract; to gain; to pluck; win	strive to apprehend; to be about to eclipse; to be about to seize; to be about to take away; to desire to perceive; to take for; to take into the mouth; to take on one's self; to take up; to use	
grah	grah	dhaatu	4	overpowered over to any one	to acquire by purchase	give away a girl in marriage to any one; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to choose; to choose any one as a wife; to make any one choose; to make any one learn	
grah	grah	dhaatu	5	to acquire by purchase	strive to apprehend; to be about to eclipse; to be about to seize; to desire to perceive; to eclipse	claim; consider as; mention; to assume; to be meant by; to calculate; to include	
grah	grah	dhaatu	6	apprehend; seize; strive to apprehend; to abstract; to be about to eclipse; to be about to seize; to be meant by; to eclipse; to pluck; to take on one's self	to collect a store of anything	draw water	
grah	grah	dhaatu	7	learn; obtain; receive; take; take away; to accept; to assume; to be about to take away; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to choose; to choose any one as a wife; to gain; to include; to make any one choose; to make any one learn; to take for; to take up; undergo; undertake	give away a girl in marriage to any one; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to choose; to choose any one as a wife; to make any one choose; to make any one learn	name	
grah	grah	dhaatu	8	to collect a store of anything	follow; keep; observe; to obey; to observe; undergo	overpowered over to any one	
grah	grah	dhaatu	9		begin; claim; consider as; mention; put on; to assume; to be about to take away; to be meant by; to calculate; to include; to lay the hand on; to place upon; to take for; to take into the mouth; to take on one's self; to take up; to use; undertake	to acquire by purchase	
grah	grah	dhaatu	10		accept; admit; approve; familiar with; learn; make acquainted; receive; recognise; to accept; to perceive; to receive hospitably; to receive into the mind; understand	to collect a store of anything	
han	han	dhaatu	0	a killer; killing; slayer	a killer; killing; slayer	a killer; killing; slayer	a killer; killing; slayer
han	han	naama-dhaatu	0	abandon; give up	abandon; avert; give up; hinder; mar; to dispel; to mar; to obstruct; to repress; to smite; to strike off; to ward off	cause to be executed; destroy; kill; killed; punish; put to death; slay; to cause to be slain; to put to death; to slay; to wish to kill	abandon; avert; beat; cause to be executed; come into contact; destroy; give up; hammer; hinder; hit; injure; kill; killed; mar; pound; punish; put to death; slay; strike upon; to be struck; to cause to be slain; to dispel; to hurl upon; to hurt; to mar; to notify a person's death; to obstruct; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to touch; to ward off; to wish to kill; wound
han	han	naama-dhaatu	1	cause to be executed	cause to be executed; destroy; kill; killed; punish; put to death; slay; to cause to be slain; to put to death; to slay; to wish to kill	beat; come into contact; hammer; hit; strike upon; to be struck; to hurl upon; to strike; to strike or tread upon; to touch	
han	han	naama-dhaatu	2	come into contact	pound	abandon; avert; give up; hinder; to dispel; to obstruct; to repress; to smite; to strike off; to ward off	
han	han	naama-dhaatu	3	hammer	to notify a person's death	injure; to hurt; wound	
han	han	naama-dhaatu	4	mar	beat; come into contact; hammer; hit; injure; strike upon; to be struck; to hurl upon; to hurt; to strike; to strike or tread upon; to touch; wound	mar; to mar	
han	han	naama-dhaatu	5	pound		pound	
han	han	naama-dhaatu	6	avert; hinder; killed; punish; put to death; to cause to be slain; to wish to kill; wound		to notify a person's death	
han	han	naama-dhaatu	7	to notify a person's death			
han	han	naama-dhaatu	8	beat; destroy; hit; injure; kill; slay; strike upon; to be struck; to dispel; to hurl upon; to hurt; to mar; to obstruct; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to touch; to ward off			
hari	ha/ri	praatipadika	0	Name of Brahmā	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a Rākṣasa; Name of a metre; Name of a mountain; Name of a world; Name of Śiva; Name of Śukra	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a metre; Name of a mountain; Name of a world; Name of Śiva; Name of Śukra	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a ray of light; a snake; bay; brown; fallow; fawn-coloured; fire; green; greenish; men; pale yellow; people; reddish brown; scholars; steed; tawny; the moon; the sun; the wind; yellow
hari	hari	praatipadika	0	an exclamation	an exclamation	bearing; carrying	an exclamation; bearing; carrying
hari	ha/ri	praatipadika	1	Name of Indra; Name of Suparṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of Śiva; Name of Śukra	Name of a particular high number	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; steed	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a Rākṣasa; Name of a metre; Name of a mountain; Name of a particular high number; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of a world; Name of a worshipper of Viṣṇu; Name of various authors; Name of Śiva; Name of Śukra
hari	hari	praatipadika	1	bearing; carrying	bearing; carrying	an exclamation	
hari	ha/ri	praatipadika	2	Name of Viṣṇu-Kṛṣṇa; Name of a worshipper of Viṣṇu	Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa	brown; fawn-coloured; green; greenish; pale yellow; reddish brown; yellow	the Koil or Indian cuckoo
hari	ha/ri	praatipadika	3	Name of a metre; Name of a mountain; Name of a world	Name of Viṣṇu-Kṛṣṇa; Name of a worshipper of Viṣṇu	Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa	the sign of the zodiac Leo
hari	ha/ri	praatipadika	4	Name of a particular high number	Name of various authors	Name of Viṣṇu-Kṛṣṇa; Name of a worshipper of Viṣṇu	a particular class of gods under Manu Tāmasa
hari	ha/ri	praatipadika	5	Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa	Phaseolus Mungo	men; people	Phaseolus Mungo
hari	ha/ri	praatipadika	6	Name of various authors	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; steed	the moon; the sun	
hari	ha/ri	praatipadika	7	Phaseolus Mungo	a particular class of gods under Manu Tāmasa	Name of a particular high number	
hari	ha/ri	praatipadika	8	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; steed	a ray of light	Name of various authors	
hari	ha/ri	praatipadika	9	a particular class of gods under Manu Tāmasa	bay	Phaseolus Mungo	
hari	ha/ri	praatipadika	10	a ray of light	fallow	a particular class of gods under Manu Tāmasa	
hari	ha/ri	praatipadika	11	bay	fire	a ray of light	
hari	ha/ri	praatipadika	12	brown; fawn-coloured; green; greenish; pale yellow; reddish brown; yellow	brown; fawn-coloured; green; greenish; pale yellow; reddish brown; yellow	bay	
hari	ha/ri	praatipadika	13	fallow	men; people	fallow	
hari	ha/ri	praatipadika	14	fire	scholars	fire	
hari	ha/ri	praatipadika	15	men; people	tawny	scholars	
hari	ha/ri	praatipadika	16	scholars	the Koil or Indian cuckoo	tawny	
hari	ha/ri	praatipadika	17	tawny	the sign of the zodiac Leo	the Koil or Indian cuckoo	
hari	ha/ri	praatipadika	18	the Koil or Indian cuckoo	the moon; the sun	the sign of the zodiac Leo	
hari	ha/ri	praatipadika	19	the moon; the sun	the wind	the wind	
hari	ha/ri	praatipadika	20	the sign of the zodiac Leo			
hari	ha/ri	praatipadika	21	the wind			
hi	hi	dhaatu	0	abandon; get rid of	abandon; bring; get rid of; procure; to convey; to discharge; to forsake; to send forth	hasten on; hurl; impel; incite to; set in motion; to stimulate; urge on	abandon; bring; cast; delight; get rid of; hasten on; help to; hurl; impel; incite to; procure; set in motion; shoot; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate; urge on
hi	hi/	avyaya	0	do	do	do	do; just; pray
hi	hi/	dhaatu	0	an interjection of envy and contempt and hurry	an interjection of envy and contempt and hurry	assuredly; certainly; most assuredly; surely	especially to avoid a hiatus; often a mere expletive; sometimes repeated in the same sentence
hi	hi	dhaatu	1	bring; cast; to convey; to discharge; to forsake; to send forth	cast; hurl; shoot	abandon; get rid of; to convey; to discharge; to forsake; to send forth	
hi	hi/	avyaya	1	just	just	just	
hi	hi/	dhaatu	1	assuredly; certainly; indeed; indeed-but; most assuredly; of course; surely	assuredly; certainly; indeed; indeed-but; most assuredly; of course; surely	because; for; on account of	an interjection of envy and contempt and hurry
hi	hi	dhaatu	2	delight; to gladden	delight; to gladden	bring; cast; procure; shoot	
hi	hi/	avyaya	2	pray	pray	pray	
hi	hi/	dhaatu	2	because; for; on account of	because; for; on account of	indeed; indeed-but; of course	assuredly; because; certainly; for; indeed; indeed-but; most assuredly; of course; on account of; surely
hi	hi	dhaatu	3	hasten on; hurl; impel; incite to; procure; set in motion; shoot; to stimulate; urge on	help to; to assist	delight; to gladden	
hi	hi/	dhaatu	3	especially to avoid a hiatus	especially to avoid a hiatus	an interjection of envy and contempt and hurry	
hi	hi	dhaatu	4	help to; to assist	hasten on; impel; incite to; set in motion; to stimulate; urge on	help to; to assist	
hi	hi/	dhaatu	4	often a mere expletive	often a mere expletive	especially to avoid a hiatus	
hi	hi/	dhaatu	5	sometimes repeated in the same sentence	sometimes repeated in the same sentence	often a mere expletive	
hi	hi/	dhaatu	6			sometimes repeated in the same sentence	
kAla	kAla	praatipadika	0	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas	a black; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a mountain; Name of a son of Hrada; Name of an author of Mantras; Name of an enemy of Śiva; Name of Śiva; a mystical Name of the letter; of the prince Kāla-yavana
kAla	kAla/	praatipadika	0	a fixed	a fixed	a space of time; meal-time; measure of time; right point of time; the proper time; time of the world	a fixed; a period of time; a section; a space of time; circumstance; death; death by age; destiny; fate; hour; meal-time; measure of time; occasion; part; prosody; right point of time; season; season for; the end; the proper time; time; time of death; time of the world
kAla	kAla	praatipadika	1	Name of a brother of king Prasena-jit	Name of a brother of king Prasena-jit	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas	a black; a black kind of Agallochum; a red kind of Plumbago; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye
kAla	kAla/	praatipadika	1	a period of time; a space of time; hour; meal-time; measure of time; right point of time; the proper time	circumstance; destiny; fate; occasion; season; season for	a period of time; hour; season; season for; time	
kAla	kAla	praatipadika	2	Name of a future Buddha	Name of a future Buddha	Name of an enemy of Śiva; Name of Śiva	a kind of perfume; of one of the nine treasures
kAla	kAla/	praatipadika	2	a section; part	a section; part	circumstance; destiny; fate; occasion	
kAla	kAla	praatipadika	3	Name of a mountain	Name of a mountain	Name of a brother of king Prasena-jit	the plant Cassia Sophora; the resin of the plant Shorea robusta
kAla	kAla/	praatipadika	3	circumstance; destiny; fate; occasion; season; season for	prosody	death; death by age; time of death	
kAla	kAla	praatipadika	4	Name of a son of Hrada	Name of a son of Hrada	Name of a future Buddha	the planet Saturn
kAla	kAla/	praatipadika	4	death; death by age; time; time of death; time of the world	the end	a section; part	
kAla	kAla	praatipadika	5	Name of an author of Mantras	Name of an author of Mantras	Name of a mountain	the poisonous serpent Coluber Naga
kAla	kAla/	praatipadika	5	prosody	a period of time; a space of time; hour; meal-time; measure of time; right point of time; the proper time; time; time of the world	a fixed	
kAla	kAla	praatipadika	6	Name of an enemy of Śiva; Name of Śiva	Name of an enemy of Śiva; Name of Śiva	Name of a son of Hrada	iron
kAla	kAla/	praatipadika	6	the end	death; death by age; time of death	prosody	
kAla	kAla	praatipadika	7	a black; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye	a black kind of Agallochum	Name of an author of Mantras	the Indian cuckoo
kAla	kAla/	praatipadika	7			the end	
kAla	kAla	praatipadika	8	a black kind of Agallochum	a kind of perfume	a black kind of Agallochum	
kAla	kAla	praatipadika	9	a kind of perfume	a mystical Name of the letter	a kind of perfume	
kAla	kAla	praatipadika	10	a mystical Name of the letter	a red kind of Plumbago	a mystical Name of the letter	
kAla	kAla	praatipadika	11	a red kind of Plumbago	a black; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye	a red kind of Plumbago	
kAla	kAla	praatipadika	12	iron	iron	iron	
kAla	kAla	praatipadika	13	of one of the nine treasures	of one of the nine treasures	of one of the nine treasures	
kAla	kAla	praatipadika	14	of the prince Kāla-yavana	of the prince Kāla-yavana	of the prince Kāla-yavana	
kAla	kAla	praatipadika	15	the Indian cuckoo	the Indian cuckoo	the Indian cuckoo	
kAla	kAla	praatipadika	16	the planet Saturn	the planet Saturn	the planet Saturn	
kAla	kAla	praatipadika	17	the plant Cassia Sophora	the plant Cassia Sophora	the plant Cassia Sophora	
kAla	kAla	praatipadika	18	the poisonous serpent Coluber Naga	the poisonous serpent Coluber Naga	the poisonous serpent Coluber Naga	
kAla	kAla	praatipadika	19	the resin of the plant Shorea robusta	the resin of the plant Shorea robusta	the resin of the plant Shorea robusta	
karman	ka/rman	praatipadika	0	act; action consisting in motion; office; rite	act; action; action consisting in motion; activity; rite	business; labour; obligation; occupation; office; work	act; action; action consisting in motion; activity; any religious act; business; calculation; effect; fate; labour; medical attendance; obligation; occupation; office; organ of sense; performance; physicking; product; result; rite; special duty; the object; work
karman	ka/rman	praatipadika	1	any religious act	any religious act	effect; performance; product; result; the object	the tenth lunar mansion
karman	ka/rman	praatipadika	2	calculation	calculation	act; action; action consisting in motion; activity; rite	former act as leading to inevitable results
karman	ka/rman	praatipadika	3	fate	fate	any religious act	
karman	ka/rman	praatipadika	4	former act as leading to inevitable results	former act as leading to inevitable results	calculation	
karman	ka/rman	praatipadika	5	medical attendance	medical attendance	fate	
karman	ka/rman	praatipadika	6	action; activity; business; labour; obligation; occupation; work	organ of sense	former act as leading to inevitable results	
karman	ka/rman	praatipadika	7	organ of sense	physicking	medical attendance	
karman	ka/rman	praatipadika	8	physicking	effect; performance; product; result; the object	organ of sense	
karman	ka/rman	praatipadika	9	effect; performance; product; result; the object	special duty	physicking	
karman	ka/rman	praatipadika	10	special duty	the tenth lunar mansion	special duty	
karman	ka/rman	praatipadika	11	the tenth lunar mansion	business; labour; obligation; occupation; office; work	the tenth lunar mansion	
kavi	kav	praatipadika	0	Name of Agni; Name of Indra; Name of the Aśvins	Name of Agni; Name of Indra; Name of the Aśvins	a singer; bard; poet; prophet	Name of Agni; Name of Indra; Name of Maruts; Name of Varuṇa; Name of several gods; Name of the Aśvins; Name of Ādityas
kavi	kavi/	praatipadika	0	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of the Soma; Name of the Soma priest	Name of a particular poet	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Kauśika; Name of a son of Ṛṣabha; Name of the Soma; Name of the Soma priest; Name of the Ṛbhus	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of a particular poet; Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Kauśika; Name of a son of Ṛṣabha; Name of ancient patriarchs; Name of other sacrificers; Name of the Soma; Name of the Soma priest; Name of the ancient sages; Name of the gates of the sacrificial enclosure; Name of the planet Venus; Name of the sons of several Manus; Name of the Ṛbhus; Name of Śukra; father of Śukra; of various men
kavi	kav	praatipadika	1	Name of Maruts; Name of Ādityas	Name of Maruts; Name of Ādityas	Name of Agni; Name of Indra; Name of the Aśvins	a singer; a wise man; bard; poet; prophet; sage; seer
kavi	kavi/	praatipadika	1	Name of a particular poet	Name of ancient patriarchs; Name of the ancient sages	cunning; enlightened; gifted with insight; intelligent; knowing; prudent; sensible; skilful; wise	a cunning fighter; a keeper; a ladle; a thinker; an owl; cunning; enlightened; gifted with insight; herd; intelligent; intelligent man; knowing; leader; man of understanding; prudent; sensible; skilful; the reins; the sun; wise
kavi	kav	praatipadika	2	Name of Varuṇa	Name of Varuṇa	Name of Maruts; Name of Ādityas	
kavi	kavi/	praatipadika	2	Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Kauśika; Name of a son of Ṛṣabha; Name of the Ṛbhus	Name of other sacrificers	a keeper; a ladle; an owl	the soul in the Sāṃkhya philosophy
kavi	kav	praatipadika	3	Name of several gods	Name of several gods	a wise man; sage	
kavi	kavi/	praatipadika	3	Name of ancient patriarchs; Name of the ancient sages	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Kauśika; Name of a son of Ṛṣabha; Name of the Soma; Name of the Soma priest; Name of the Ṛbhus	a thinker; intelligent man; man of understanding	the bit of a bridle
kavi	kav	praatipadika	4	a singer; bard; poet; prophet	a singer; bard; poet; prophet	Name of Varuṇa	
kavi	kavi/	praatipadika	4	Name of other sacrificers	Name of the gates of the sacrificial enclosure	Name of ancient patriarchs; Name of the ancient sages	pupil of Garga
kavi	kav	praatipadika	5	a wise man; sage	a wise man; sage	Name of several gods	
kavi	kavi/	praatipadika	5	Name of the gates of the sacrificial enclosure	Name of the planet Venus	Name of Śukra; father of Śukra	
kavi	kav	praatipadika	6	seer	seer	seer	
kavi	kavi/	praatipadika	6	Name of the planet Venus	Name of the sons of several Manus	Name of a particular poet	
kavi	kavi/	praatipadika	7	Name of the sons of several Manus	Name of Śukra; father of Śukra	Name of other sacrificers	
kavi	kavi/	praatipadika	8	Name of Śukra; father of Śukra	a cunning fighter	Name of the gates of the sacrificial enclosure	
kavi	kavi/	praatipadika	9	a cunning fighter	a keeper; a ladle; an owl	Name of the planet Venus	
kavi	kavi/	praatipadika	10	a keeper; a ladle; an owl	herd	Name of the sons of several Manus	
kavi	kavi/	praatipadika	11	a thinker	cunning; enlightened; gifted with insight; intelligent; knowing; prudent; sensible; skilful; wise	a cunning fighter	
kavi	kavi/	praatipadika	12	cunning; enlightened; gifted with insight; intelligent; intelligent man; knowing; man of understanding; prudent; sensible; skilful; wise	leader	herd	
kavi	kavi/	praatipadika	13	herd	a thinker; intelligent man; man of understanding	leader	
kavi	kavi/	praatipadika	14	leader	of various men	of various men	
kavi	kavi/	praatipadika	15	of various men	pupil of Garga	pupil of Garga	
kavi	kavi/	praatipadika	16	pupil of Garga	the bit of a bridle	the bit of a bridle	
kavi	kavi/	praatipadika	17	the bit of a bridle	the reins	the reins	
kavi	kavi/	praatipadika	18	the reins	the soul in the Sāṃkhya philosophy	the soul in the Sāṃkhya philosophy	
kavi	kavi/	praatipadika	19	the soul in the Sāṃkhya philosophy	the sun	the sun	
kavi	kavi/	praatipadika	20	the sun			
kf	kf	dhaatu	0	a fog	a fog	a fog	being done; to injure
kf	kf	dhaatu	1	being done	being done	being done	a fog
kf	kf	dhaatu	2	to injure	to injure	to injure	
mad	mad	dhaatu	0	animate; inspire; to boil	animate; be drunk with; exhilarate; inflame; inspire; intoxicate; to boil	animate; be drunk with; exhilarate; inflame; inspire; intoxicate; to boil	animate; at ease; be drunk with; be glad; be pleased; bubble; delight; exhilarate; exult; happy; inflame; inspire; intoxicate; pause; rejoice; revel in; satisfy; stand still; to be glad; to boil; to enjoy heavenly bliss; to gladden; to rejoice; to tarry
mad	mad	dhaatu	1	at ease	base of the first person pronoun in the singular number number	be glad; be pleased; delight; happy; rejoice; to be glad; to gladden	base of the first person pronoun in the singular number number
mad	mad	dhaatu	2	base of the first person pronoun in the singular number number	at ease; be glad; be pleased; delight; happy; rejoice; revel in; satisfy; to be glad; to enjoy heavenly bliss; to gladden; to rejoice	revel in; to enjoy heavenly bliss; to rejoice	
mad	mad	dhaatu	3	be drunk with; inflame; intoxicate	bubble	at ease; satisfy	
mad	mad	dhaatu	4	bubble	exult	pause; stand still	
mad	mad	dhaatu	5	exult	pause; stand still	base of the first person pronoun in the singular number number	
mad	mad	dhaatu	6	pause; stand still	to tarry	bubble	
