lemma	derivation	category	cluster_id	LaBSE	MPnet	Para-Mini	Qwen	VyA
citra	citra/	praatipadika	3	Name of a Jābāla-gṛhapati	a bright; a forestof variegated appearance  on; a sectarial mark on the forehead; anything bright; bright; coloured which strikes the eyes; sketch	arranging verses in the shape of mathematical	a bright; a brilliant ornament; a picture; a spot; answer; anything bright; clear; conspicuous; distinguished; ornament	Ricinus communis
citra	citra/	praatipadika	4	Plumbago zeylanica	a form of Yama	Ricinus communis; a brilliant ornament; a picture; a spot; answer; conspicuous; containing the word; curious; different; distinguished; facetious conversation; ornament; punning in the form of question; riddle; sketch; speckled; strange; strange!; various; wonder	a forestof variegated appearance  on; bright-coloured; coloured which strikes the eyes; having different varieties; speckled; spotted; variegated; variety of colour	a brilliant ornament; a forestof variegated appearance  on; a picture; a spot; anything bright; bright-coloured; coloured which strikes the eyes; delineation; extraordinary appearance; manifold; ornament; sketch; sky; the ether; variegated; variety of colour
citra	citra/	praatipadika	5	Ricinus communis	arranging verses in the shape of mathematical	the ether	a form of Yama	a sectarial mark on the forehead
citra	citra/	praatipadika	6	a bright; anything bright; bright; clear; speckled; spotted	containing the word	various modes of writing	a sectarial mark on the forehead	agitated; answer; curious; facetious conversation; punning in the form of question; riddle; speckled; strange; strange!; wonder
citra	citra/	praatipadika	7	a brilliant ornament	a picture; curious; having different varieties; ornament; punning in the form of question; riddle; strange; strange!; variety of colour; various; wonder		agitated	arranging verses in the shape of mathematical; various; various modes of writing
citra	citra/	praatipadika	8	a forestof variegated appearance  on	a spot; agitated; answer; clear; delineation; different; distinguished; speckled; spotted; variegated		arranging verses in the shape of mathematical	containing the word
citra	citra/	praatipadika	9	a form of Yama	excellent; wonderful		containing the word	other fanciful figures
citra	citra/	praatipadika	10	a picture	facetious conversation		curious; different; strange; strange!; various	a bright; bright; clear; conspicuous; distinguished; excellent; spotted; wonderful
citra	citra/	praatipadika	11	a sectarial mark on the forehead	manifold		delineation	
citra	citra/	praatipadika	12	a spot	a brilliant ornament; bright-coloured; conspicuous; extraordinary appearance; other fanciful figures		extraordinary appearance	
citra	citra/	praatipadika	13	agitated	sky; the ether		facetious conversation	
citra	citra/	praatipadika	14	answer	various modes of writing		manifold	
citra	citra/	praatipadika	15	arranging verses in the shape of mathematical			other fanciful figures	
citra	citra/	praatipadika	16	coloured which strikes the eyes			punning in the form of question	
citra	citra/	praatipadika	17	containing the word			riddle	
citra	citra/	praatipadika	18	conspicuous; curious; excellent; riddle; strange!; wonder; wonderful			sketch	
citra	citra/	praatipadika	19	delineation; sketch			sky	
citra	citra/	praatipadika	20	extraordinary appearance			the ether	
citra	citra/	praatipadika	21	facetious conversation			various modes of writing	
citra	citra/	praatipadika	22	bright-coloured; different; distinguished; having different varieties; manifold; strange; variegated; variety of colour; various			bright; excellent; wonder; wonderful	
citra	citra/	praatipadika	23	ornament				
citra	citra/	praatipadika	24	other fanciful figures				
citra	citra/	praatipadika	25	punning in the form of question				
citra	citra/	praatipadika	26	sky				
citra	citra/	praatipadika	27	the ether				
citra	citra/	praatipadika	28	various modes of writing				
dfS	df/S	praatipadika	0	appearance; look; looking at; sight; the eye; view; viewing	appearance; discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing	appearance; discerning; doctrine; knowing; look; looking at; seeing; sight; the aspect of a planet; the eye; the observed spot; theory; view; viewing	appearance	appearance; discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing
dfS	dfS	praatipadika	0	appear; manifested; to be always visible; to cause to see; visit	appear; be seen; become visible; behold; look at; manifested; regard; to; to be always visible; to cause to see; to produce or pay; to see by divine intuition; to show or prove; visit	appear; be seen; become visible; behold; care for; compose; consider; contrive Aorist; demonstrate; examine; find out; learn; long for; look at; look into; manifested; person; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit	appear; be seen; become visible; behold; care for; consider; demonstrate; examine; find out; learn; long for; look at; look into; manifested; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit	appear; care for; compose; consider; contrive Aorist; demonstrate; to; to be always visible; understand; visit
dfS	df/S	praatipadika	1	doctrine; theory	doctrine; theory		discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing	doctrine; theory
dfS	dfS	praatipadika	1	compose	care for	to produce or pay	compose	learn
dfS	df/S	praatipadika	2	discerning; knowing; seeing	the aspect of a planet		doctrine; theory	the aspect of a planet
dfS	dfS	praatipadika	2	contrive Aorist	compose; consider; contrive Aorist; demonstrate; examine; find out; learn; look into; think; try		contrive Aorist	long for; to wait on
dfS	df/S	praatipadika	3	the aspect of a planet			the aspect of a planet	
dfS	dfS	praatipadika	3	become visible; behold; consider; examine; find out; learn; look at; look into; regard; think; to notice; try; understand	long for; to be seen; to be shown; to notice; to see; to see with the mind; to show a thing; to wait on; to wish to see; to wish to show; understand		person	person
dfS	df/S	praatipadika	4	the observed spot				
dfS	dfS	praatipadika	4	care for; long for; to wait on	person		to produce or pay	to produce or pay
dfS	dfS	praatipadika	5	person				be seen; become visible; behold; examine; find out; look at; look into; manifested; regard; think; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wish to see; to wish to show
dfS	dfS	praatipadika	6	to				try
dfS	dfS	praatipadika	7	demonstrate; to be shown; to produce or pay; to show a thing; to show or prove; to wish to show				
dfS	dfS	praatipadika	8	be seen; to be seen; to see; to see by divine intuition; to see with the mind; to wish to see				
eka	e/ka	praatipadika	0	Name of a son of Raya	Name of a son of Raya	Name of a son of Raya	Name of a son of Raya	Name of a son of Raya
eka	e/ka	praatipadika	1	Name of a teacher	Name of a teacher	Name of a teacher	Name of a teacher	Name of a teacher
eka	e/ka	praatipadika	2	a; a unit; an; no one; nobody; one by one; unity	a; unity	a; a unit; alone; an; chief; excellent; following; happening only once; identical; little; many; no one; nobody; one; one by one; one of two; pre-eminent; sincere; single; single of its kind; singular; small; solitary; that one only; the same; truthful; unique; unity; with preceding	a; a unit; alone; an; chief; excellent; following; happening only once; identical; little; many; no one; nobody; one; one by one; one of two; pre-eminent; sincere; single; single of its kind; singular; small; solitary; that one only; the same; truthful; unique; with preceding	a; following; unique
eka	e/ka	praatipadika	3	chief	alone; an; excellent; happening only once; identical; many; one; one by one; one of two; single; single of its kind; singular; solitary; that one only; unique		unity	a unit
eka	e/ka	praatipadika	4	excellent; identical; pre-eminent; singular; solitary; unique; with preceding	following; with preceding			chief; pre-eminent; with preceding
eka	e/ka	praatipadika	5	following	little; small			happening only once; that one only
eka	e/ka	praatipadika	6	alone; happening only once; one; one of two; single; single of its kind; that one only; the same	no one; nobody			an; identical; the same
eka	e/ka	praatipadika	7	little; small	a unit; chief; pre-eminent			many; one; one by one; one of two
eka	e/ka	praatipadika	8	many	sincere; the same; truthful			alone; little; no one; nobody; single; single of its kind; singular; small; solitary
eka	e/ka	praatipadika	9	sincere; truthful				excellent; sincere; truthful
eka	e/ka	praatipadika	10					unity
eva	e/va	praatipadika	0	a horse	a horse	a horse	a horse	a horse
eva	eva/	avyaya	0	affirmation	affirmation; command; merely; restrainment	affirmation; alone; already; command; detraction; diminution; even; exactly; exactly so; immediately on; indeed; is a mere expletive without any exact meaning and not translatable implies emphasis; just; just so; merely; only; really; restrainment; same; so; still; truly; very	affirmation	affirmation; command; detraction; diminution; restrainment
eva	e/va	praatipadika	1	conduct; course; custom; going; habit; manner of acting; moving; proceeding; way	conduct; course; going; manner of acting; moving; proceeding	conduct; course; custom; going; habit; manner of acting; moving; proceeding; quick; speedy; the earth; usage; way; world	conduct; course; custom; going; moving; proceeding; quick; speedy; usage; way	conduct; custom; habit; manner of acting; usage
eva	eva/	avyaya	1	alone; already; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; same; so; still; truly; very	alone		alone; already; command; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; same; so; truly; very	alone
eva	e/va	praatipadika	2	quick; speedy	custom		habit	course; going; moving; proceeding; quick; speedy; way
eva	eva/	avyaya	2	command	detraction; diminution		detraction; diminution; restrainment; still	already; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; same; so; still; truly; very
eva	e/va	praatipadika	3	the earth; world	habit		manner of acting	the earth; world
eva	eva/	avyaya	3	detraction; diminution	even; exactly; exactly so; indeed; just so; really; so; still; truly; very		is a mere expletive without any exact meaning and not translatable implies emphasis	is a mere expletive without any exact meaning and not translatable implies emphasis
eva	e/va	praatipadika	4	usage	quick; speedy		the earth; world	
eva	eva/	avyaya	4	is a mere expletive without any exact meaning and not translatable implies emphasis	already; immediately on; just; only			
eva	e/va	praatipadika	5		the earth; world			
eva	eva/	avyaya	5	restrainment	is a mere expletive without any exact meaning and not translatable implies emphasis			
eva	e/va	praatipadika	6		usage			
eva	eva/	avyaya	6		same			
eva	e/va	praatipadika	7		way			
gam	gam	dhaatu	0	approach; attack; towards	approach; ascribe guilt to a person; attack; cause to become; condition; denote; explain; grant; intelligible; make clear; partake of; participate in; perceive; receive; to fall to the share of; to go against with hostile intentions; undergo; understand	approach; condition; explain; grant; guess; meaning; not care about; observe; obtain; perceive; receive; to excel; to observe; understand	approach; attack; be going; go away; grant; guess; have sexual intercourse with; intelligible; make clear; meaning; observe; obtain; pass; perceive; receive; set out; to approach carnally; to approach with an accusation; to go against with hostile intentions; to go to any state; to observe; to spend time; to strive to obtain; to wish to go	approach; attack; bring to a place; come; condition; denote; explain; go away; grant; guess; make clear; meaning; move; observe; obtain; partake of; participate in; pass; perceive; receive; set out; to approach carnally; to approach with an accusation; to cause to understand; to convey an idea; to excel; to observe; to spend time; to strive to obtain; towards; understand
gam	gam	dhaatu	1	ascribe guilt to a person	go away; not care about	ascribe guilt to a person; attack; cause to become; intelligible; to approach with an accusation; to cause to go to any condition; to cause to understand; to convey an idea	ascribe guilt to a person	ascribe guilt to a person
gam	gam	dhaatu	2	bring to a place	guess	have sexual intercourse with	kneel down; to go to the earth with the head; to go to the earth with the knees	have sexual intercourse with
gam	gam	dhaatu	3	cause to become	have sexual intercourse with	kneel down; partake of; to cause a person to go by means of another; to decease; to go against with hostile intentions; to impart	make a bow	intelligible
gam	gam	dhaatu	4	condition	kneel down; make a bow; observe	make a bow	not care about	kneel down; to go to the earth with the head; to go to the earth with the knees
gam	gam	dhaatu	5	denote; explain; grant; guess; intelligible; make clear; meaning; observe; perceive; receive; to cause to understand; to decease; to observe; understand	to excel	be going; bring to a place; come; denote; die; go away; make clear; move; participate in; pass; set out; to approach carnally; to fall to the share of; to go; to go to; to go to any state; to go to the earth with the head; to go to the earth with the knees; to go with the mind; to let go; to send away; to spend time; to strive to obtain; to wish to bring; to wish to go; towards; undergo	partake of; participate in; undergo	make a bow
gam	gam	dhaatu	6	come; die; move; pass; set out; to send away	be going; bring to a place; come; die; meaning; move; obtain; pass; set out; to approach carnally; to approach with an accusation; to cause a person to go by means of another; to cause to go to any condition; to cause to understand; to convey an idea; to decease; to go; to go to; to go to any state; to go to the earth with the head; to go to the earth with the knees; to go with the mind; to impart; to let go; to observe; to send away; to spend time; to strive to obtain; to wish to bring; to wish to go; towards		bring to a place; move; to cause a person to go by means of another	not care about
gam	gam	dhaatu	7	have sexual intercourse with			cause to become; explain; to cause to go to any condition; to cause to understand; to convey an idea; to impart; to wish to bring; understand	be going; cause to become; to cause a person to go by means of another; to cause to go to any condition; to go; to go to; to go to any state; to go with the mind; to wish to bring; to wish to go
gam	gam	dhaatu	8	kneel down			to excel	die; to decease; to fall to the share of; to go against with hostile intentions; to impart; to let go; to send away; undergo
gam	gam	dhaatu	9	make a bow			come; condition; denote; die; to decease; to fall to the share of; to go; to go to; to let go; to send away; towards	
gam	gam	dhaatu	10	not care about			to go with the mind	
gam	gam	dhaatu	11	to approach carnally; to approach with an accusation				
gam	gam	dhaatu	12	to cause a person to go by means of another				
gam	gam	dhaatu	13	to cause to go to any condition; to go to any state				
gam	gam	dhaatu	14	to convey an idea				
gam	gam	dhaatu	15	to excel				
gam	gam	dhaatu	16	partake of; participate in; to fall to the share of; to impart; undergo				
gam	gam	dhaatu	17	to go against with hostile intentions				
gam	gam	dhaatu	18	to go to the earth with the head; to go to the earth with the knees				
gam	gam	dhaatu	19	to spend time				
gam	gam	dhaatu	20	be going; go away; obtain; to go; to go to; to go with the mind; to let go; to strive to obtain; to wish to bring; to wish to go				
grah	grah	dhaatu	0	accept; admit; approve; begin; claim; consider as; familiar with; follow; gather; grasp; keep; lay hold of; make acquainted; mention; observe; pick; put on; recognise; take back; to calculate; to desire to perceive; to lay the hand on; to obey; to observe; to perceive; to place upon; to receive hospitably; to receive into the mind; to take into the mouth; to use; understand; win	accept; approve; receive	accept; admit; apprehend; approve; begin; claim; consider as; familiar with; follow; gather; grasp; keep; lay hold of; learn; make acquainted; mention; name; observe; obtain; overpowered over to any one; pick; put on; receive; recognise; seize; strive to apprehend; take; take back; to abstract; to accept; to acquire by purchase; to assume; to be meant by; to calculate; to cause any one to be captured; to cause any one to be seized; to cause to take; to collect a store of anything; to desire to perceive; to gain; to include; to lay the hand on; to make any one learn; to obey; to observe; to perceive; to place upon; to pluck; to receive hospitably; to receive into the mind; to take for; to take into the mouth; to take on one's self; to take up; to use; undergo; understand; undertake; win	accept; admit; approve; begin; claim; familiar with; follow; gather; grasp; keep; learn; make acquainted; mention; name; pick; put on; receive; to abstract; to acquire by purchase; to be meant by; to calculate; to choose; to choose any one as a wife; to collect a store of anything; to include; to lay the hand on; to make any one learn; to place upon; to pluck; to receive hospitably; undergo; win	accept; draw water; learn; to accept; to be about to take away; to desire to perceive; to obey; to receive hospitably; to receive into the mind; to take into the mouth; to take on one's self; win
grah	grah	dhaatu	1	draw water	draw water	draw water	draw water	familiar with; gather; make acquainted; strive to apprehend; to observe; to perceive
grah	grah	dhaatu	2	give away a girl in marriage to any one	consider as; familiar with; make acquainted; mention; name; recognise	give away a girl in marriage to any one; take away; to cause to marry; to choose; to choose any one as a wife; to make any one choose	give away a girl in marriage to any one	give away a girl in marriage to any one; to cause to marry; to choose any one as a wife
grah	grah	dhaatu	3	name	give away a girl in marriage to any one; to choose any one as a wife	to be about to eclipse; to be about to seize; to be about to take away; to eclipse	overpowered over to any one	overpowered over to any one; to cause any one to be captured; to cause any one to be seized; to make any one choose; to make any one learn
grah	grah	dhaatu	4	overpowered over to any one	admit; claim; grasp; learn; pick; understand		strive to apprehend; take away; take back; to be about to eclipse; to be about to take away; to eclipse	admit; approve; claim; mention; name; observe; to abstract; to assume; to be about to eclipse; to be meant by; to calculate; to cause to take; to choose; to eclipse; to include; to take up
grah	grah	dhaatu	5	to acquire by purchase	overpowered over to any one		apprehend; lay hold of; seize; take; to be about to seize; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to make any one choose; to take for; to take on one's self; to take up; undertake	to acquire by purchase; to collect a store of anything
grah	grah	dhaatu	6	apprehend; seize; strive to apprehend; to abstract; to be about to eclipse; to be about to seize; to be meant by; to eclipse; to pluck; to take on one's self	follow; keep; put on; strive to apprehend; take; take away; take back; to abstract; to assume; to be about to eclipse; to choose; to desire to perceive; to eclipse; to perceive; undergo		consider as; observe; obtain; recognise; to accept; to assume; to desire to perceive; to gain; to obey; to observe; to perceive; to receive into the mind; to use; understand	apprehend; begin; consider as; follow; grasp; keep; lay hold of; obtain; pick; put on; receive; recognise; seize; take; take away; take back; to be about to seize; to gain; to lay the hand on; to place upon; to pluck; to take for; to use; undergo; understand; undertake
grah	grah	dhaatu	7	learn; obtain; receive; take; take away; to accept; to assume; to be about to take away; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to choose; to choose any one as a wife; to gain; to include; to make any one choose; to make any one learn; to take for; to take up; undergo; undertake	apprehend; begin; gather; lay hold of; observe; obtain; seize; to accept; to acquire by purchase; to be about to seize; to be about to take away; to be meant by; to calculate; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to collect a store of anything; to gain; to include; to lay the hand on; to make any one choose; to make any one learn; to obey; to observe; to place upon; to pluck; to receive hospitably; to receive into the mind; to take for; to take into the mouth; to take on one's self; to take up; to use; undertake; win		to take into the mouth	
grah	grah	dhaatu	8	to collect a store of anything				
han	han	dhaatu	0	a killer; killing; slayer	a killer; killing; slayer	a killer; killing; slayer	a killer; killing; slayer	a killer; killing; slayer
han	han	naama-dhaatu	0	abandon; give up	abandon; give up; mar; pound	abandon; cause to be executed; come into contact; give up; hammer; pound; put to death; to notify a person's death; to repress; to ward off	abandon; to mar	abandon; cause to be executed; destroy; give up; hinder; injure; punish; strike upon; to mar; to obstruct; to repress; to smite; to strike; to strike or tread upon; to wish to kill
han	han	naama-dhaatu	1	cause to be executed	beat; come into contact; hammer; hit; strike upon; to mar; to touch; wound	avert; beat; destroy; hinder; hit; injure; kill; killed; mar; punish; slay; strike upon; to be struck; to cause to be slain; to dispel; to hurl upon; to hurt; to mar; to obstruct; to put to death; to slay; to smite; to strike; to strike off; to strike or tread upon; to touch; to wish to kill; wound	cause to be executed	come into contact; to touch
han	han	naama-dhaatu	2	come into contact	avert; cause to be executed; destroy; hinder; injure; kill; killed; punish; put to death; slay; to be struck; to cause to be slain; to dispel; to hurl upon; to hurt; to notify a person's death; to obstruct; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to ward off; to wish to kill		avert; come into contact; give up; hinder; injure; mar; to obstruct; wound	avert; beat; hammer; hit; mar; pound; slay; to be struck; to dispel; to hurl upon; to hurt; to slay; to strike off; to ward off; wound
han	han	naama-dhaatu	3	hammer			pound	kill; killed; put to death; to cause to be slain; to notify a person's death; to put to death
han	han	naama-dhaatu	4	mar			beat; destroy; hammer; hit; kill; killed; punish; put to death; slay; strike upon; to be struck; to cause to be slain; to dispel; to hurl upon; to hurt; to notify a person's death; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to touch; to ward off; to wish to kill	
han	han	naama-dhaatu	5	pound				
han	han	naama-dhaatu	6	avert; hinder; killed; punish; put to death; to cause to be slain; to wish to kill; wound				
han	han	naama-dhaatu	7	to notify a person's death				
han	han	naama-dhaatu	8	beat; destroy; hit; injure; kill; slay; strike upon; to be struck; to dispel; to hurl upon; to hurt; to mar; to obstruct; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to touch; to ward off				
hari	ha/ri	praatipadika	0	Name of Brahmā	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a metre; Name of a mountain; Name of a particular high number; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of Śiva; Name of Śukra; a particular class of gods under Manu Tāmasa	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Vāyu; Name of a Dānava; Name of a mountain; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of a worshipper of Viṣṇu; Name of Śiva; Name of Śukra; a particular class of gods under Manu Tāmasa	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of a worshipper of Viṣṇu; Name of Śiva; Name of Śukra	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Yama; Name of a Dānava; Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of a world; Name of a worshipper of Viṣṇu; Name of Śiva; Name of Śukra
hari	hari	praatipadika	0	an exclamation	an exclamation	an exclamation	an exclamation	an exclamation
hari	ha/ri	praatipadika	1	Name of Indra; Name of Suparṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of Śiva; Name of Śukra	Name of a worshipper of Viṣṇu; Name of various authors; scholars	Name of a metre; Name of a particular high number	Name of a metre	Name of a metre; Name of a mountain; Name of a particular high number; Name of various authors
hari	hari	praatipadika	1	bearing; carrying	bearing; carrying	bearing; carrying	bearing; carrying	bearing; carrying
hari	ha/ri	praatipadika	2	Name of Viṣṇu-Kṛṣṇa; Name of a worshipper of Viṣṇu	Phaseolus Mungo	Name of a world	Name of a mountain	Phaseolus Mungo
hari	ha/ri	praatipadika	3	Name of a metre; Name of a mountain; Name of a world	Name of a Rākṣasa; Name of a world; a ray of light; fire; the Koil or Indian cuckoo; the moon; the sun	Name of various authors	Name of a particular high number	a frog; a goose; a jackal; a lion; a monkey; a parrot; a peacock; a snake
hari	ha/ri	praatipadika	4	Name of a particular high number	bay	Name of Viṣṇu-Kṛṣṇa; Name of a Rākṣasa; Phaseolus Mungo; a jackal; fallow; fire; men; people; scholars; tawny	Name of a world	a horse
hari	ha/ri	praatipadika	5	Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa	fallow; green; greenish; pale yellow; tawny; yellow	a horse	Name of various authors	a particular class of gods under Manu Tāmasa
hari	ha/ri	praatipadika	6	Name of various authors	men; people	a frog; a goose; a lion; a monkey; a parrot; a peacock; a snake; the Koil or Indian cuckoo	Phaseolus Mungo	a ray of light; the sun
hari	ha/ri	praatipadika	7	Phaseolus Mungo	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; brown; fawn-coloured; reddish brown; steed; the wind	a ray of light; the wind	a frog; a jackal; a monkey; a snake; the sign of the zodiac Leo	Name of Vāyu; bay; brown; fallow; fawn-coloured; green; greenish; pale yellow; reddish brown; steed; tawny; yellow
hari	ha/ri	praatipadika	8	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; steed	the sign of the zodiac Leo	Name of Yama; bay; brown; fawn-coloured; green; greenish; pale yellow; reddish brown; steed; yellow	a particular class of gods under Manu Tāmasa	fire
hari	ha/ri	praatipadika	9	a particular class of gods under Manu Tāmasa		the moon; the sign of the zodiac Leo; the sun	a ray of light	men; people
hari	ha/ri	praatipadika	10	a ray of light			bay; fire; the moon; the sun; the wind	scholars
hari	ha/ri	praatipadika	11	bay			brown; fallow; fawn-coloured; green; greenish; pale yellow; reddish brown; tawny; yellow	the Koil or Indian cuckoo
hari	ha/ri	praatipadika	12	brown; fawn-coloured; green; greenish; pale yellow; reddish brown; yellow			men; people	the moon
hari	ha/ri	praatipadika	13	fallow			scholars	the sign of the zodiac Leo
hari	ha/ri	praatipadika	14	fire			a horse; steed	the wind
hari	ha/ri	praatipadika	15	men; people			a goose; a lion; a parrot; a peacock; the Koil or Indian cuckoo	
hari	ha/ri	praatipadika	16	scholars				
hari	ha/ri	praatipadika	17	tawny				
hari	ha/ri	praatipadika	18	the Koil or Indian cuckoo				
hari	ha/ri	praatipadika	19	the moon; the sun				
hari	ha/ri	praatipadika	20	the sign of the zodiac Leo				
hari	ha/ri	praatipadika	21	the wind				
hi	hi	dhaatu	0	abandon; get rid of	abandon; delight; get rid of; help to; hurl; impel; shoot; urge on	abandon; bring; delight; get rid of; hasten on; help to; hurl; impel; incite to; procure; set in motion; shoot; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate; urge on	abandon; cast; delight; get rid of; help to; impel; incite to; procure; set in motion; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate	abandon; bring; cast; delight; get rid of; hasten on; help to; hurl; impel; incite to; procure; set in motion; shoot; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate; urge on
hi	hi/	avyaya	0	do	do; pray	do; just	do; just; pray	do; just
hi	hi/	dhaatu	0	an interjection of envy and contempt and hurry	an interjection of envy and contempt and hurry; often a mere expletive	an interjection of envy and contempt and hurry	an interjection of envy and contempt and hurry	an interjection of envy and contempt and hurry
hi	hi	dhaatu	1	bring; cast; to convey; to discharge; to forsake; to send forth	bring; hasten on; incite to; procure; set in motion; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate	cast	bring; hasten on; hurl; shoot; urge on	
hi	hi/	avyaya	1	just	just	pray		pray
hi	hi/	dhaatu	1	assuredly; certainly; indeed; indeed-but; most assuredly; of course; surely	assuredly; certainly; indeed; indeed-but; most assuredly; of course; surely	assuredly; because; certainly; for; indeed; indeed-but; most assuredly; of course; often a mere expletive; on account of; sometimes repeated in the same sentence; surely	assuredly; because; certainly; for; indeed; indeed-but; most assuredly; of course; on account of; surely	assuredly; because; certainly; for; indeed; indeed-but; most assuredly; of course; on account of; surely
hi	hi	dhaatu	2	delight; to gladden	cast			
hi	hi/	avyaya	2	pray				
hi	hi/	dhaatu	2	because; for; on account of	because; on account of	especially to avoid a hiatus	especially to avoid a hiatus	especially to avoid a hiatus
hi	hi	dhaatu	3	hasten on; hurl; impel; incite to; procure; set in motion; shoot; to stimulate; urge on				
hi	hi/	dhaatu	3	especially to avoid a hiatus	especially to avoid a hiatus		often a mere expletive	often a mere expletive; sometimes repeated in the same sentence
hi	hi	dhaatu	4	help to; to assist				
hi	hi/	dhaatu	4	often a mere expletive	for		sometimes repeated in the same sentence	
hi	hi/	dhaatu	5	sometimes repeated in the same sentence	sometimes repeated in the same sentence			
kAla	kAla	praatipadika	0	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a mountain; Name of a son of Hrada; Name of an author of Mantras; Name of an enemy of Śiva; Name of Śiva; a mystical Name of the letter; of the prince Kāla-yavana; the poisonous serpent Coluber Naga	Name of Rudra; Name of a mountain; Name of an enemy of Śiva; the Indian cuckoo	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a future Buddha; Name of an enemy of Śiva; Name of Śiva; a mystical Name of the letter; the poisonous serpent Coluber Naga	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a mountain; Name of a son of Hrada; Name of an author of Mantras; Name of an enemy of Śiva; Name of Śiva; a mystical Name of the letter; of the prince Kāla-yavana
kAla	kAla/	praatipadika	0	a fixed	a fixed	a fixed; a section; destiny; prosody	a fixed	a fixed; a section; circumstance; destiny; occasion; prosody; season; season for
kAla	kAla	praatipadika	1	Name of a brother of king Prasena-jit	a black; a black kind of Agallochum; a kind of perfume; a red kind of Plumbago; black; dark-blue; dark-blue colour; of a dark colour; of one of the nine treasures; the black part of the eye	Name of a Nāga-rāja; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a son of Hrada; Name of an author of Mantras; Name of Śiva; a mystical Name of the letter; of one of the nine treasures; of the prince Kāla-yavana	Name of a brother of king Prasena-jit	a black; a black kind of Agallochum; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye
kAla	kAla/	praatipadika	1	a period of time; a space of time; hour; meal-time; measure of time; right point of time; the proper time	a period of time; a section; a space of time; hour; meal-time; measure of time; occasion; part; right point of time; season; season for; the proper time; time; time of the world	a period of time; a space of time; circumstance; death; death by age; fate; hour; meal-time; measure of time; occasion; part; right point of time; season; season for; the end; the proper time; time; time of death; time of the world	a period of time; a space of time; hour; measure of time; right point of time; season; season for; the proper time	a period of time; a space of time; death; death by age; fate; hour; meal-time; measure of time; part; right point of time; the end; the proper time; time; time of death; time of the world
